16383 num_stratum
1 num_targets
LAI
basin_ID hill_ID zone_ID patch_ID stratum_ID LAI
1 409 16072 16072 16072 2.822232
1 409 16073 16073 16073 2.060551
1 409 16074 16074 16074 2.252192
1 409 16080 16080 16080 0.4878319
1 409 16081 16081 16081 0.6877326
1 409 16082 16082 16082 2.127512
1 409 16083 16083 16083 0.9119932
1 409 16084 16084 16084 1.1026114
1 409 16085 16085 16085 1.631647
1 409 16086 16086 16086 1.655683
1 409 16087 16087 16087 1.0653794
1 409 16088 16088 16088 1.173192
1 409 16089 16089 16089 0
1 409 16090 16090 16090 0
1 409 16091 16091 16091 0
1 409 16092 16092 16092 1.490478
1 409 16093 16093 16093 2.204253
1 409 16094 16094 16094 2.620095
1 409 16101 16101 16101 0
1 409 16102 16102 16102 0.2364598
1 409 16103 16103 16103 2.90985
1 409 16104 16104 16104 0.8967993
1 409 16105 16105 16105 1.173884
1 409 16106 16106 16106 1.3533835
1 409 16107 16107 16107 1.873528
1 409 16108 16108 16108 0.6103351
1 409 16109 16109 16109 1.566174
1 409 16110 16110 16110 2.243625
1 409 16111 16111 16111 1.2536
1 409 16112 16112 16112 0
1 409 16113 16113 16113 0
1 409 16114 16114 16114 0
1 409 16115 16115 16115 0
1 409 16116 16116 16116 1.39022
1 409 16122 16122 16122 2.547802
1 409 16123 16123 16123 1.704219
1 409 16124 16124 16124 0.8686873
1 409 16125 16125 16125 1.147104
1 409 16126 16126 16126 2.088608
1 409 16127 16127 16127 1.222751
1 409 16128 16128 16128 1.003237
1 409 16129 16129 16129 0.4995968
1 409 16130 16130 16130 1.763809
1 409 16131 16131 16131 1.219671
1 409 16132 16132 16132 0
1 409 16133 16133 16133 0
1 409 16139 16139 16139 0.1919833
1 409 16140 16140 16140 0.7266512
1 409 16141 16141 16141 2.71945
1 409 16142 16142 16142 3.18205
1 409 16143 16143 16143 0.7803493
1 409 16144 16144 16144 0.9053224
1 409 16145 16145 16145 1.416129
1 409 16146 16146 16146 1.948463
1 409 16147 16147 16147 1.259939
1 409 16148 16148 16148 1.19735
1 409 16149 16149 16149 1.28726245
1 409 16150 16150 16150 1.173884
1 409 16151 16151 16151 0
1 409 16152 16152 16152 0
1 409 16153 16153 16153 0
1 409 16158 16158 16158 0.4434213
1 409 16159 16159 16159 0.5865139
1 409 16160 16160 16160 2.429273
1 409 16161 16161 16161 2.467476
1 409 16162 16162 16162 2.205439
1 409 16163 16163 16163 1.195873
1 409 16164 16164 16164 2.367541
1 409 16165 16165 16165 1.374035
1 409 16166 16166 16166 2.682301
1 409 16167 16167 16167 1.143353
1 409 16168 16168 16168 1.716646
1 409 16169 16169 16169 2.0783155
1 409 16170 16170 16170 1.563328
1 409 16171 16171 16171 0
1 409 16172 16172 16172 0
1 409 16176 16176 16176 0
1 409 16177 16177 16177 0
1 409 16178 16178 16178 0.2830147
1 409 16179 16179 16179 0.8048781
1 409 16180 16180 16180 2.299475
1 409 16181 16181 16181 2.623692
1 409 16182 16182 16182 2.822232
1 409 16183 16183 16183 1.727597
1 409 16184 16184 16184 1.895383
1 409 16185 16185 16185 1.945984
1 409 16186 16186 16186 2.234915
1 409 16187 16187 16187 2.858008
1 409 16188 16188 16188 1.887213
1 409 16189 16189 16189 1.094697
1 409 16190 16190 16190 1.520423
1 409 16191 16191 16191 1.290713
1 409 16195 16195 16195 0
1 409 16196 16196 16196 0
1 409 16197 16197 16197 0.7588165
1 409 16198 16198 16198 1.955546
1 409 16199 16199 16199 2.377431
1 409 16200 16200 16200 1.915633
1 409 16201 16201 16201 2.017881
1 409 16202 16202 16202 2.797081
1 409 16203 16203 16203 2.8275
1 409 16204 16204 16204 1.022934
1 409 16205 16205 16205 1.042812
1 409 16209 16209 16209 0
1 409 16210 16210 16210 0.8767312
1 409 16211 16211 16211 1.555936
1 409 16212 16212 16212 1.778394
1 409 16213 16213 16213 2.355658
1 409 16214 16214 16214 1.5
1 409 16215 16215 16215 1.566174
1 409 16219 16219 16219 0
1 409 16220 16220 16220 0
1 409 16221 16221 16221 0.8767312
1 409 16222 16222 16222 1.065309
1 409 16223 16223 16223 1.895383
1 409 16226 16226 16226 0
1 409 16227 16227 16227 0
1 409 16228 16228 16228 0
1 409 16229 16229 16229 0.6302276
1 409 16230 16230 16230 1.675838
1 409 16234 16234 16234 0
1 409 16235 16235 16235 0
1 409 16236 16236 16236 0
1 409 16237 16237 16237 1.244621
1 409 16241 16241 16241 0
1 409 16242 16242 16242 0
1 409 16243 16243 16243 1.61243
1 409 16244 16244 16244 1.003237
1 409 16245 16245 16245 2.30236
1 409 16247 16247 16247 0
1 409 16248 16248 16248 0
1 409 16249 16249 16249 0
1 409 16250 16250 16250 1.490478
1 409 16251 16251 16251 0
1 409 16252 16252 16252 0
1 409 16253 16253 16253 1.067595
1 409 16254 16254 16254 1.664935
1 409 16256 16256 16256 0
1 409 16257 16257 16257 0
1 409 16258 16258 16258 0.2121461
1 409 16261 16261 16261 0
1 409 16262 16262 16262 0
1 409 16263 16263 16263 0
1 409 16264 16264 16264 2.362382
1 410 15582 15582 15582 0.5345564
1 410 15615 15615 15615 1.523491
1 410 15616 15616 15616 2.079373
1 410 15617 15617 15617 0.8223469
1 410 15648 15648 15648 0
1 410 15649 15649 15649 1.114653
1 410 15650 15650 15650 1.840612
1 410 15651 15651 15651 0
1 410 15682 15682 15682 0
1 410 15683 15683 15683 2.093356
1 410 15684 15684 15684 2.2432995
1 410 15685 15685 15685 1.19735
1 410 15686 15686 15686 0
1 410 15688 15688 15688 0
1 410 15713 15713 15713 0
1 410 15714 15714 15714 2.120036
1 410 15715 15715 15715 1.875577
1 410 15716 15716 15716 1.452205
1 410 15717 15717 15717 1.147104
1 410 15718 15718 15718 2.299194
1 410 15719 15719 15719 0
1 410 15746 15746 15746 0.4103868
1 410 15747 15747 15747 0
1 410 15748 15748 15748 2.28416
1 410 15749 15749 15749 2.03887
1 410 15750 15750 15750 2.017881
1 410 15751 15751 15751 4.357405
1 410 15752 15752 15752 0
1 410 15753 15753 15753 0
1 410 15754 15754 15754 0
1 410 15755 15755 15755 0
1 410 15756 15756 15756 0
1 410 15757 15757 15757 0
1 410 15784 15784 15784 0.4287872
1 410 15785 15785 15785 0
1 410 15786 15786 15786 1.780886
1 410 15787 15787 15787 2.067119
1 410 15788 15788 15788 0
1 410 15789 15789 15789 0
1 410 15790 15790 15790 0
1 410 15791 15791 15791 0
1 410 15792 15792 15792 0
1 410 15793 15793 15793 0
1 410 15794 15794 15794 0
1 410 15820 15820 15820 1.767853
1 410 15821 15821 15821 2.194559
1 410 15822 15822 15822 1.607027
1 410 15823 15823 15823 2.049176
1 410 15824 15824 15824 0
1 410 15825 15825 15825 0
1 410 15826 15826 15826 0
1 410 15827 15827 15827 0
1 410 15828 15828 15828 0
1 410 15854 15854 15854 3.210344
1 410 15855 15855 15855 2.447538
1 410 15856 15856 15856 1.375555
1 410 15857 15857 15857 0
1 410 15858 15858 15858 0
1 410 15859 15859 15859 0
1 410 15860 15860 15860 0
1 410 15861 15861 15861 0
1 410 15862 15862 15862 0
1 410 15886 15886 15886 1.5
1 410 15887 15887 15887 2.616181
1 410 15888 15888 15888 2.242804
1 410 15889 15889 15889 0
1 410 15890 15890 15890 0
1 410 15891 15891 15891 0
1 410 15892 15892 15892 0
1 410 15893 15893 15893 0
1 410 15894 15894 15894 0
1 410 15913 15913 15913 1.5
1 410 15914 15914 15914 0.4562539
1 410 15915 15915 15915 2.326552
1 410 15916 15916 15916 0
1 410 15917 15917 15917 0
1 410 15938 15938 15938 1.5
1 410 15939 15939 15939 1.266793
1 410 15940 15940 15940 0
1 410 15941 15941 15941 0
1 410 15942 15942 15942 0
1 410 15943 15943 15943 0
1 410 15944 15944 15944 0
1 410 15964 15964 15964 1.5
1 410 15965 15965 15965 1.554967
1 410 15966 15966 15966 1.53041
1 410 15967 15967 15967 0
1 410 15968 15968 15968 0
1 410 15969 15969 15969 0
1 410 15986 15986 15986 1.5
1 410 15987 15987 15987 2.716707
1 410 15988 15988 15988 0.6968875
1 410 15989 15989 15989 2.760528
1 410 15990 15990 15990 0
1 410 15991 15991 15991 0
1 410 16006 16006 16006 1.479504
1 410 16007 16007 16007 2.897812
1 410 16008 16008 16008 1.302148
1 410 16009 16009 16009 0
1 410 16010 16010 16010 2.654567
1 410 16011 16011 16011 0
1 410 16012 16012 16012 0
1 410 16013 16013 16013 0
1 410 16030 16030 16030 2.144018
1 410 16031 16031 16031 1.738855
1 410 16032 16032 16032 1.848795
1 410 16033 16033 16033 1.788819
1 410 16034 16034 16034 2.37611
1 410 16035 16035 16035 1.245324
1 410 16036 16036 16036 1.901115
1 410 16052 16052 16052 3.049093
1 410 16053 16053 16053 2.806685
1 410 16054 16054 16054 1.664935
1 410 16055 16055 16055 0
1 410 16056 16056 16056 2.017881
1 410 16057 16057 16057 2.637835
1 410 16075 16075 16075 2.430422
1 410 16076 16076 16076 1.457468
1 410 16077 16077 16077 1.4605165
1 410 16078 16078 16078 2.326552
1 410 16079 16079 16079 1.985546
1 410 16095 16095 16095 2.091374
1 410 16096 16096 16096 2.242804
1 410 16097 16097 16097 1.119694
1 410 16098 16098 16098 1.271816
1 410 16099 16099 16099 0
1 410 16100 16100 16100 1.871653
1 410 16101 16101 16101 1.460337
1 410 16117 16117 16117 0
1 410 16118 16118 16118 2.536261
1 410 16119 16119 16119 0
1 410 16120 16120 16120 0
1 410 16121 16121 16121 0
1 410 16134 16134 16134 0
1 410 16135 16135 16135 1.198622
1 410 16136 16136 16136 0
1 410 16137 16137 16137 0
1 410 16138 16138 16138 0
1 410 16154 16154 16154 0
1 410 16155 16155 16155 0
1 410 16156 16156 16156 0
1 410 16157 16157 16157 0
1 410 16173 16173 16173 0
1 410 16174 16174 16174 0
1 410 16175 16175 16175 0
1 410 16176 16176 16176 0
1 410 16192 16192 16192 1.5
1 410 16193 16193 16193 0
1 410 16194 16194 16194 0
1 410 16206 16206 16206 1.5
1 410 16207 16207 16207 0
1 410 16208 16208 16208 0
1 410 16216 16216 16216 1.5
1 410 16217 16217 16217 0
1 410 16218 16218 16218 0
1 410 16224 16224 16224 1.5
1 410 16225 16225 16225 0
1 410 16231 16231 16231 0
1 410 16232 16232 16232 0
1 410 16233 16233 16233 0
1 410 16238 16238 16238 0
1 410 16239 16239 16239 0
1 410 16240 16240 16240 0
1 410 16246 16246 16246 0
1 410 16255 16255 16255 0
1 410 16259 16259 16259 0
1 410 16260 16260 16260 0
1 410 16265 16265 16265 0
1 411 15691 15691 15691 0
1 411 15692 15692 15692 0
1 412 15555 15555 15555 0
1 412 15589 15589 15589 0
1 412 15622 15622 15622 0
1 412 15623 15623 15623 0
1 412 15624 15624 15624 0
1 412 15655 15655 15655 0
1 412 15656 15656 15656 0
1 412 15657 15657 15657 0
1 412 15690 15690 15690 0
1 413 14946 14946 14946 0
1 413 15037 15037 15037 0
1 413 15038 15038 15038 1.862111
1 413 15122 15122 15122 0
1 413 15123 15123 15123 0
1 413 15124 15124 15124 0.3895938
1 413 15125 15125 15125 1.147104
1 413 15205 15205 15205 0
1 413 15206 15206 15206 0
1 413 15207 15207 15207 1.088184
1 413 15278 15278 15278 0
1 413 15279 15279 15279 0
1 413 15280 15280 15280 0
1 413 15281 15281 15281 1.086294
1 413 15282 15282 15282 1.115063
1 413 15345 15345 15345 0
1 413 15346 15346 15346 0.6521261
1 413 15347 15347 15347 0
1 413 15348 15348 15348 1.622484
1 413 15349 15349 15349 1.490855
1 413 15395 15395 15395 0
1 413 15396 15396 15396 0
1 413 15397 15397 15397 0
1 413 15398 15398 15398 1.417196
1 413 15399 15399 15399 1.086294
1 413 15400 15400 15400 0.977484
1 413 15438 15438 15438 0
1 413 15439 15439 15439 0
1 413 15440 15440 15440 0
1 413 15441 15441 15441 0.6692097
1 413 15442 15442 15442 1.022197
1 413 15443 15443 15443 0.7803493
1 413 15444 15444 15444 0.7902412
1 413 15481 15481 15481 0
1 413 15482 15482 15482 0
1 413 15483 15483 15483 0
1 413 15484 15484 15484 0
1 413 15485 15485 15485 0
1 413 15486 15486 15486 1.611323
1 413 15487 15487 15487 1.018805
1 413 15488 15488 15488 0.8821106
1 413 15521 15521 15521 0
1 413 15522 15522 15522 0
1 413 15523 15523 15523 0
1 413 15524 15524 15524 0
1 413 15525 15525 15525 0
1 413 15526 15526 15526 1.094108
1 413 15527 15527 15527 1.653795
1 413 15528 15528 15528 1.570486
1 413 15529 15529 15529 1.777356
1 413 15530 15530 15530 1.805462
1 413 15557 15557 15557 0
1 413 15558 15558 15558 0
1 413 15559 15559 15559 0
1 413 15560 15560 15560 0
1 413 15561 15561 15561 1.334191
1 413 15562 15562 15562 1.474276
1 413 15563 15563 15563 1.689834
1 413 15564 15564 15564 2.116567
1 413 15565 15565 15565 1.203932
1 413 15566 15566 15566 1.244621
1 413 15590 15590 15590 0
1 413 15591 15591 15591 0
1 413 15592 15592 15592 0
1 413 15593 15593 15593 0
1 413 15594 15594 15594 1.326527
1 413 15595 15595 15595 1.247936
1 413 15596 15596 15596 2.624157
1 413 15597 15597 15597 1.762308
1 413 15598 15598 15598 1.502205
1 413 15599 15599 15599 1.057585
1 413 15600 15600 15600 1.65109
1 413 15625 15625 15625 0
1 413 15626 15626 15626 0
1 413 15627 15627 15627 1.80035
1 413 15628 15628 15628 3.143861
1 413 15629 15629 15629 1.443517
1 413 15630 15630 15630 1.298635
1 413 15631 15631 15631 1.299921
1 413 15632 15632 15632 1.488216
1 413 15633 15633 15633 1.570486
1 413 15659 15659 15659 0
1 413 15660 15660 15660 1.614199
1 413 15661 15661 15661 2.007323
1 413 15662 15662 15662 1.653224
1 414 14063 14063 14063 2.665766
1 414 14064 14064 14064 2.304486
1 414 14065 14065 14065 1.566174
1 414 14181 14181 14181 1.578957
1 414 14182 14182 14182 1.898368
1 414 14183 14183 14183 1.927927
1 414 14184 14184 14184 1.72876
1 414 14185 14185 14185 2.188399
1 414 14186 14186 14186 2.730092
1 414 14296 14296 14296 2.310062
1 414 14297 14297 14297 1.415443
1 414 14298 14298 14298 1.075592
1 414 14299 14299 14299 1.4097635
1 414 14300 14300 14300 2.243625
1 414 14301 14301 14301 1.93598
1 414 14302 14302 14302 2.169891
1 414 14408 14408 14408 1.801402
1 414 14409 14409 14409 1.862113
1 414 14410 14410 14410 1.712118
1 414 14411 14411 14411 1.173884
1 414 14412 14412 14412 1.225656
1 414 14413 14413 14413 1.441838
1 414 14414 14414 14414 1.787089
1 414 14515 14515 14515 1.500481
1 414 14516 14516 14516 1.791575
1 414 14517 14517 14517 1.245324
1 414 14518 14518 14518 1.945984
1 414 14519 14519 14519 2.750504
1 414 14520 14520 14520 2.537522
1 414 14521 14521 14521 1.675838
1 414 14522 14522 14522 1.873528
1 414 14625 14625 14625 1.418055
1 414 14626 14626 14626 2.34859
1 414 14627 14627 14627 1.225656
1 414 14628 14628 14628 1.332448
1 414 14629 14629 14629 1.788819
1 414 14630 14630 14630 2.354416
1 414 14631 14631 14631 1.74975
1 414 14632 14632 14632 1.7652
1 414 14633 14633 14633 1.54276
1 414 14734 14734 14734 2.299194
1 414 14735 14735 14735 1.461717
1 414 14736 14736 14736 2.616181
1 414 14737 14737 14737 2.262596
1 414 14738 14738 14738 1.531266
1 414 14739 14739 14739 1.53041
1 414 14740 14740 14740 1.512181
1 414 14741 14741 14741 2.126644
1 414 14742 14742 14742 3.219141
1 414 14838 14838 14838 1.675838
1 414 14839 14839 14839 2.087248
1 414 14840 14840 14840 1.459537
1 414 14841 14841 14841 1.069757
1 414 14842 14842 14842 1.349412
1 414 14843 14843 14843 1.996375
1 414 14844 14844 14844 0
1 414 14845 14845 14845 0
1 414 14939 14939 14939 1.441838
1 414 14940 14940 14940 1.497601
1 414 14941 14941 14941 1.483989
1 414 14942 14942 14942 1.096107
1 414 14943 14943 14943 1.173884
1 414 14944 14944 14944 0
1 414 14945 14945 14945 0
1 414 15031 15031 15031 2.537522
1 414 15032 15032 15032 2.452825
1 414 15033 15033 15033 1.672368
1 414 15034 15034 15034 1.094697
1 414 15035 15035 15035 0
1 414 15036 15036 15036 0
1 414 15117 15117 15117 2.30236
1 414 15118 15118 15118 1.897824
1 414 15119 15119 15119 1.580677
1 414 15120 15120 15120 1.917403
1 414 15121 15121 15121 0
1 414 15122 15122 15122 0
1 414 15201 15201 15201 1.337777
1 414 15202 15202 15202 1.4943
1 414 15203 15203 15203 0
1 414 15204 15204 15204 0
1 414 15275 15275 15275 0
1 414 15276 15276 15276 0
1 414 15277 15277 15277 0
1 414 15342 15342 15342 0
1 414 15343 15343 15343 0
1 414 15344 15344 15344 0
1 414 15393 15393 15393 0
1 414 15394 15394 15394 0
1 414 15436 15436 15436 0
1 414 15437 15437 15437 0
1 414 15478 15478 15478 0
1 414 15479 15479 15479 0
1 414 15480 15480 15480 0
1 414 15519 15519 15519 0
1 414 15520 15520 15520 0
1 414 15521 15521 15521 0
1 414 15554 15554 15554 0
1 414 15555 15555 15555 0
1 414 15556 15556 15556 0
1 415 14635 14635 14635 2.04477
1 415 14636 14636 14636 0.9242872
1 416 14303 14303 14303 1.82942
1 416 14304 14304 14304 1.875577
1 416 14305 14305 14305 1.259939
1 416 14415 14415 14415 2.310062
1 416 14416 14416 14416 1.760026
1 416 14417 14417 14417 2.409693
1 416 14523 14523 14523 1.679158
1 416 14524 14524 14524 2.703589
1 416 14525 14525 14525 2.646474
1 416 14634 14634 14634 2.188399
1 416 14743 14743 14743 0.8406695
1 417 11947 11947 11947 1.670587
1 417 11948 11948 11948 1.5
1 417 11949 11949 11949 1.5
1 417 11950 11950 11950 1.5
1 417 12064 12064 12064 1.192461
1 417 12065 12065 12065 1.082127
1 417 12066 12066 12066 1.013386
1 417 12067 12067 12067 1.49129
1 417 12068 12068 12068 1.010165
1 417 12183 12183 12183 1.566174
1 417 12184 12184 12184 2.059507
1 417 12185 12185 12185 1.647735
1 417 12186 12186 12186 1.287869
1 417 12187 12187 12187 0.9404903
1 417 12188 12188 12188 1.102818
1 417 12189 12189 12189 1.096466
1 417 12306 12306 12306 1.362561
1 417 12307 12307 12307 1.672662
1 417 12308 12308 12308 1.31811
1 417 12309 12309 12309 1.171792
1 417 12310 12310 12310 1.219645
1 417 12311 12311 12311 0.9817139
1 417 12312 12312 12312 1.147104
1 417 12426 12426 12426 1.147104
1 417 12427 12427 12427 1.611467
1 417 12428 12428 12428 1.532666
1 417 12429 12429 12429 0.9608077
1 417 12430 12430 12430 0.9511746
1 417 12431 12431 12431 0.9561124
1 417 12432 12432 12432 0.8699226
1 417 12542 12542 12542 1.465108
1 417 12543 12543 12543 1.724508
1 417 12544 12544 12544 1.313812
1 417 12545 12545 12545 0.9730322
1 417 12546 12546 12546 0.7515572
1 417 12547 12547 12547 0.935358
1 417 12548 12548 12548 1.147104
1 417 12659 12659 12659 1.500481
1 417 12660 12660 12660 1.770296
1 417 12661 12661 12661 0.9955679
1 417 12662 12662 12662 1.173884
1 417 12663 12663 12663 0.8686873
1 417 12664 12664 12664 1.172453
1 417 12665 12665 12665 1.322636
1 417 12780 12780 12780 1.426041
1 417 12781 12781 12781 0.8967993
1 417 12782 12782 12782 1.121192
1 417 12783 12783 12783 1.433722
1 417 12784 12784 12784 1.474276
1 417 12785 12785 12785 1.225656
1 417 12786 12786 12786 1.356604
1 417 12901 12901 12901 1.071805
1 417 12902 12902 12902 1.640032
1 417 12903 12903 12903 1.578957
1 417 12904 12904 12904 0.9015214
1 417 12905 12905 12905 1.147104
1 417 12906 12906 12906 1.259939
1 417 13021 13021 13021 1.396627
1 417 13022 13022 13022 1.578957
1 417 13023 13023 13023 1.050762
1 417 13024 13024 13024 1.022197
1 417 13025 13025 13025 1.520423
1 417 13026 13026 13026 1.408895
1 417 13141 13141 13141 0.9870355
1 417 13142 13142 13142 1.337777
1 417 13143 13143 13143 1.206721
1 417 13144 13144 13144 1.35578
1 417 13145 13145 13145 1.170571
1 417 13259 13259 13259 1.256678
1 417 13260 13260 13260 1.200061
1 417 13261 13261 13261 1.282506
1 417 13262 13262 13262 1.295201
1 417 13263 13263 13263 1.403382
1 417 13376 13376 13376 1.042812
1 417 13377 13377 13377 1.670587
1 417 13378 13378 13378 0.8529504
1 417 13379 13379 13379 1.118878
1 417 13380 13380 13380 1.54276
1 417 13494 13494 13494 1.284314
1 417 13495 13495 13495 1.646176
1 417 13496 13496 13496 2.172766
1 417 13497 13497 13497 1.679158
1 417 13609 13609 13609 2.215987
1 417 13610 13610 13610 1.443517
1 417 13611 13611 13611 1.738855
1 417 13612 13612 13612 1.897824
1 417 13723 13723 13723 1.54276
1 417 13724 13724 13724 1.679158
1 417 13725 13725 13725 1.664935
1 417 13726 13726 13726 1.897824
1 417 13839 13839 13839 1.99161
1 417 13840 13840 13840 1.71988
1 417 13841 13841 13841 1.490478
1 417 13842 13842 13842 1.581799
1 417 13955 13955 13955 1.988722
1 417 13956 13956 13956 1.057585
1 417 14072 14072 14072 2.490224
1 417 14073 14073 14073 1.935761
1 417 14191 14191 14191 1.622484
1 417 14192 14192 14192 2.207433
1 417 14306 14306 14306 2.018504
1 417 14307 14307 14307 1.785206
1 417 14418 14418 14418 0
1 418 12182 12182 12182 1.418055
1 418 12304 12304 12304 0.8223469
1 418 12305 12305 12305 1.345626
1 418 12423 12423 12423 1.790413
1 418 12424 12424 12424 1.789959
1 418 12425 12425 12425 1.171166
1 418 12538 12538 12538 1.5
1 418 12539 12539 12539 1.702529
1 418 12540 12540 12540 1.322636
1 418 12541 12541 12541 1.607027
1 418 12655 12655 12655 1.5
1 418 12656 12656 12656 0.4290881
1 418 12657 12657 12657 1.053149
1 418 12658 12658 12658 1.574356
1 418 12774 12774 12774 1.5
1 418 12775 12775 12775 1.396627
1 418 12776 12776 12776 1.147104
1 418 12777 12777 12777 1.54276
1 418 12778 12778 12778 1.194739
1 418 12779 12779 12779 1.322636
1 418 12894 12894 12894 1.5
1 418 12895 12895 12895 1.368868
1 418 12896 12896 12896 1.059649
1 418 12897 12897 12897 0.7166713
1 418 12898 12898 12898 0.9207364
1 418 12899 12899 12899 0.4705477
1 418 12900 12900 12900 0.3268361
1 418 13014 13014 13014 1.5
1 418 13015 13015 13015 0.8510195
1 418 13016 13016 13016 0.8510195
1 418 13017 13017 13017 0.675701
1 418 13018 13018 13018 0.7712308
1 418 13019 13019 13019 1.073747
